key,value
total_steps,7
susceptiple_persons,2998
recovered_persons,2
vaccinated_persons,27000
total_steps,7
susceptiple_persons,2998
recovered_persons,2
vaccinated_persons,27000
total_steps,7
susceptiple_persons,2998
recovered_persons,2
vaccinated_persons,27000
total_steps,7
susceptiple_persons,2998
recovered_persons,2
vaccinated_persons,27000
total_steps,7
susceptiple_persons,2998
recovered_persons,2
vaccinated_persons,27000
